hoya,2020-02-21 01:51:57,"b'Ahmm... excuse meeee.. \xf0\x9f\x99\x83\xf0\x9f\x98\x8d\xf0\x9f\x98\xb1\xf0\x9f\xa4\xa4\xf0\x9f\xa4\xa4\n\nLiterally ""wet and wild""..\n\n@Official_IFNT #INFINITE #\xec\x9d\xb8\xed\x94\xbc\xeb\x8b\x88\xed\x8a\xb8\n#SungKyu #\xec\x84\xb1\xea\xb7\x9c #DongWoo #\xeb\x8f\x99\xec\x9a\xb0\xe2\x80\xa6 https://t.co/9OlqFdCKxn'",Twitter for Android,,1126491750263132160,Japan,164,80,0
hoya,2020-02-21 01:38:18,b'RT @HowonUpdates: [PIC] 200220 #HOYA Related Instagram Update\nhttps://t.co/O3j1hvzrce\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/KusR3ub87b',Twitter for Android,,2604796236,,13,77,48
hoya,2020-02-21 01:29:10,b'RT @HowonUpdates: [VID] 200220 Kiseop Instagram Update - #HOYA \nhttps://t.co/Fpuajd57Yp\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/9PnQoF6dER',Twitter Web App,,1954849309,,56,65,60
hoya,2020-02-21 01:26:09,b'RT @HowonUpdates: [PIC] 200220 #HOYA Related Instagram Update\nhttps://t.co/O3j1hvzrce\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/KusR3ub87b',Twitter for Android,,247245759,,563,346,48
hoya,2020-02-21 01:24:31,b'RT @HowonUpdates: [VID] 200220 Kiseop Instagram Update - #HOYA \nhttps://t.co/Fpuajd57Yp\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/9PnQoF6dER',Twitter for Android,,247245759,,563,346,60
hoya,2020-02-21 01:13:40,"b'RT @HowonUpdates: [PICS] 200220 #HOYA Instagram Update\nhttps://t.co/AIsyu8Ct5h\n\n""#positive""\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/iN4uwjT\xe2\x80\xa6'",Twitter Web App,,2782917246,,95,202,35
hoya,2020-02-21 01:13:38,"b'RT @HowonUpdates: [PIC] 200220 #HOYA Instagram Story Update 4\nhttps://t.co/83Sc8KfnvC\n\n""@/Feeldog""\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/\xe2\x80\xa6'",Twitter Web App,,2782917246,,95,202,27
hoya,2020-02-21 00:35:34,b'RT @HowonUpdates: [PIC] 200220 #HOYA Related Instagram Update\nhttps://t.co/O3j1hvzrce\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/KusR3ub87b',Twitter for iPhone,,261170865,Seoul,492,416,48
hoya,2020-02-21 00:33:58,b'RT @HowonUpdates: [PICS] 200220 #HOYA Instagram Story Update 1\nhttps://t.co/83Sc8KfnvC\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/tjbWta17HY',Twitter for Android,,3987725722,Bolivia.🇧🇴 ,112,222,26
hoya,2020-02-21 00:21:59,"b""RT @HowonUpdates: [INFO] 200220 #HOYA replied to Kim Kilee's comment under his post\nhttps://t.co/P9SuQpoLn9\n\nkimkilee02: Feeldog is 183  Ho\xe2\x80\xa6""",Twitter for Android,,1925267958,México,1301,2255,36
hoya,2020-02-21 00:17:35,b'RT @HowonUpdates: [VID] 200220 Kiseop Instagram Update - #HOYA \nhttps://t.co/Fpuajd57Yp\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/9PnQoF6dER',Twitter for Android,,1094398367868674048,Cebu_인피니트,282,562,60
hoya,2020-02-20 23:28:48,b'RT @HowonUpdates: [VID] 200220 Kiseop Instagram Update - #HOYA \nhttps://t.co/Fpuajd57Yp\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/9PnQoF6dER',Twitter for Android,,2604796236,,13,77,60
hoya,2020-02-20 22:41:50,b'RT @HowonUpdates: [VID] 200220 Kiseop Instagram Update - #HOYA \nhttps://t.co/Fpuajd57Yp\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/9PnQoF6dER',Twitter for Android,,3066090828,INFINITE ,245,239,60
hoya,2020-02-20 22:07:03,b'RT @HowonUpdates: [PIC] 200220 #HOYA Related Instagram Update\nhttps://t.co/O3j1hvzrce\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/KusR3ub87b',Twitter for iPhone,,2992520090,,305,317,48
hoya,2020-02-20 21:54:03,b'RT @HowonUpdates: [PICS] 200220 #HOYA Instagram Story Update 2\nhttps://t.co/83Sc8KfnvC\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/98xQHSWXD2',Twitter for iPhone,,906671296666263552,,21,98,14
hoya,2020-02-20 21:53:35,b'RT @HowonUpdates: [VID] 200220 Kiseop Instagram Update - #HOYA \nhttps://t.co/Fpuajd57Yp\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/9PnQoF6dER',Twitter for iPhone,,906671296666263552,,21,98,60
hoya,2020-02-20 21:12:35,"b'RT @HowonUpdates: [PICS] 200220 #HOYA Instagram Update\nhttps://t.co/AIsyu8Ct5h\n\n""#positive""\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/iN4uwjT\xe2\x80\xa6'",Twitter for Android,,435451330,panamá,181,514,35
hoya,2020-02-20 20:40:22,b'RT @HowonUpdates: [PIC] 200220 #HOYA Related Instagram Update\nhttps://t.co/O3j1hvzrce\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/KusR3ub87b',Twitter for Android,,3987725722,Bolivia.🇧🇴 ,112,222,48
hoya,2020-02-20 20:39:57,b'RT @HowonUpdates: [PIC] 200220 #HOYA Related Instagram Update\nhttps://t.co/O3j1hvzrce\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/KusR3ub87b',Twitter for Android,,3168341887,,151,330,48
hoya,2020-02-20 20:38:57,"b""RT @HowonUpdates: [INFO] 200220 #HOYA replied to Kim Kilee's comment under his post\nhttps://t.co/P9SuQpoLn9\n\nkimkilee02: Feeldog is 183  Ho\xe2\x80\xa6""",Twitter for Android,,3987725722,Bolivia.🇧🇴 ,112,222,36
hoya,2020-02-20 20:09:18,b'Tessa and Phil duo photo shoot using HSS and ND filters.\n#jinbei #yongnuo #canon #canonphotography #neewer #hoya\xe2\x80\xa6 https://t.co/ODlPDI3niU',Twitter Web App,,1220726646891778050,,0,0,0
hoya,2020-02-20 20:08:31,b'Tessa photo shoot using HSS and ND filters.\n#jinbei #yongnuo #canon #canonphotography #neewer #hoya #vangard\xe2\x80\xa6 https://t.co/CLy5ZTnlhs',Twitter Web App,,1220726646891778050,,0,0,0
hoya,2020-02-20 20:04:51,b'RT @HowonUpdates: [PIC] 200220 #HOYA Related Instagram Update\nhttps://t.co/O3j1hvzrce\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/KusR3ub87b',Twitter for iPhone,,1059545901130113024,"shawol, inspirit, exo-l, holy",145,313,48
hoya,2020-02-20 19:56:17,b'RT @HowonUpdates: [PIC] 200220 #HOYA Related Instagram Update\nhttps://t.co/O3j1hvzrce\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/KusR3ub87b',Twitter for iPhone,,1125515700,ぱなまん world (germany),620,289,48
hoya,2020-02-20 19:56:11,b'RT @HowonUpdates: [VID] 200220 Kiseop Instagram Update - #HOYA \nhttps://t.co/Fpuajd57Yp\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/9PnQoF6dER',Twitter for iPhone,,1125515700,ぱなまん world (germany),620,289,60
hoya,2020-02-20 19:31:23,b'RT @HowonUpdates: [VID] 200220 Kiseop Instagram Update - #HOYA \nhttps://t.co/Fpuajd57Yp\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/9PnQoF6dER',Twitter for Android,,1551962312,Argentina,929,1760,60
hoya,2020-02-20 19:25:24,"b""RT @HowonUpdates: [INFO] 200220 #HOYA replied to Kim Kilee's comment under his post\nhttps://t.co/P9SuQpoLn9\n\nkimkilee02: Feeldog is 183  Ho\xe2\x80\xa6""",Twitter for Android,,3626698402,Ici,60,89,36
hoya,2020-02-20 19:15:44,b'RT @HowonUpdates: [VID] 200220 Kiseop Instagram Update - #HOYA \nhttps://t.co/Fpuajd57Yp\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/9PnQoF6dER',Twitter for iPhone,,2519367625,,1095,699,60
hoya,2020-02-20 19:11:17,b'RT @HowonUpdates: [PIC] 200220 #HOYA Related Instagram Update\nhttps://t.co/O3j1hvzrce\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/KusR3ub87b',Twitter Web App,,799716424084140032,,197,181,48
hoya,2020-02-20 18:47:15,b'RT @HowonUpdates: [PIC] 200220 #HOYA Related Instagram Update\nhttps://t.co/O3j1hvzrce\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/KusR3ub87b',Twitter for Android,,891457222240120832,Glorious Woollim ,130,483,48
hoya,2020-02-20 18:46:02,b'RT @HowonUpdates: [VID] 200220 Kiseop Instagram Update - #HOYA \nhttps://t.co/Fpuajd57Yp\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/9PnQoF6dER',Twitter for Android,,891457222240120832,Glorious Woollim ,130,483,60
hoya,2020-02-20 18:44:53,"b'RT @HowonUpdates: [PICS] 200220 #HOYA Instagram Update\nhttps://t.co/AIsyu8Ct5h\n\n""#positive""\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/iN4uwjT\xe2\x80\xa6'",Twitter for Android,,891457222240120832,Glorious Woollim ,130,483,35
hoya,2020-02-20 18:35:22,b'RT @HowonUpdates: [PIC] 200220 #HOYA Related Instagram Update\nhttps://t.co/O3j1hvzrce\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/KusR3ub87b',Twitter Web App,,4349300308,Sri Lanka,33,238,48
hoya,2020-02-20 18:35:06,b'[\xf0\x9f\x93\xb7] 200220 \xe2\x80\xa2 IG Update con #Hoya!\n\n\xe2\x9e\xa1\xef\xb8\x8f https://t.co/R34OPSHiVK\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON #LEEHOWON https://t.co/vQy3dY4jWr',Twitter for Android,,1092506711968149504,Italia,388,114,0
hoya,2020-02-20 18:29:59,"b'Hoya has a long (and interesting!) history. This is our story, dating all the way back to 1941: https://t.co/HojQj9lUF5 #Hoya #History'",HubSpot,,340323856,Virtually Everywhere,1047,1119,0
hoya,2020-02-20 18:03:22,b'RT @HowonUpdates: [VID] 200220 Kiseop Instagram Update - #HOYA \nhttps://t.co/Fpuajd57Yp\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/9PnQoF6dER',Twitter for Android,,1951401211,,22,279,60
hoya,2020-02-20 17:58:23,b'RT @HowonUpdates: [VID] 200220 Kiseop Instagram Update - #HOYA \nhttps://t.co/Fpuajd57Yp\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/9PnQoF6dER',Twitter for Android,,3286266097,이협 황윤성 주창욱 김동윤 김민서 이성준 차준호,673,630,60
hoya,2020-02-20 17:49:34,b'RT @HowonUpdates: [VID] 200220 Kiseop Instagram Update - #HOYA \nhttps://t.co/Fpuajd57Yp\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/9PnQoF6dER',Twitter for Android,,1075206437062750208,"New York, NY",23,213,60
hoya,2020-02-20 17:42:55,"b'RT @HowonUpdates: [PICS] 200220 #HOYA Instagram Update\nhttps://t.co/AIsyu8Ct5h\n\n""#positive""\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/iN4uwjT\xe2\x80\xa6'",Twitter for Android,,1133034051697303553,∞,42,306,35
hoya,2020-02-20 17:42:48,"b'RT @HowonUpdates: [PIC] 200220 #HOYA Instagram Story Update 4\nhttps://t.co/83Sc8KfnvC\n\n""@/Feeldog""\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/\xe2\x80\xa6'",Twitter for Android,,1133034051697303553,∞,42,306,27
hoya,2020-02-20 17:40:08,"b""RT @HowonUpdates: [INFO] 200220 #HOYA replied to Kim Kilee's comment under his post\nhttps://t.co/P9SuQpoLn9\n\nkimkilee02: Feeldog is 183  Ho\xe2\x80\xa6""",Twitter for Android,,1133034051697303553,∞,42,306,36
hoya,2020-02-20 17:07:27,"b'RT @HowonUpdates: [PICS] 200220 #HOYA Instagram Update\nhttps://t.co/AIsyu8Ct5h\n\n""#positive""\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/iN4uwjT\xe2\x80\xa6'",Twitter Web App,,817308980745629697,,95,275,35
hoya,2020-02-20 17:06:29,b'RT @HowonUpdates: [VID] 200220 Kiseop Instagram Update - #HOYA \nhttps://t.co/Fpuajd57Yp\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/9PnQoF6dER',Twitter for iPhone,,3229468807,,1,117,60
hoya,2020-02-20 17:06:26,b'RT @HowonUpdates: [PIC] 200220 #HOYA Related Instagram Update\nhttps://t.co/O3j1hvzrce\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/KusR3ub87b',Twitter Web App,,817308980745629697,,95,275,48
hoya,2020-02-20 17:02:21,b'RT @HowonUpdates: [PIC] 200220 #HOYA Related Instagram Update\nhttps://t.co/O3j1hvzrce\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/KusR3ub87b',Twitter for Android,,3219886686,,82,477,48
hoya,2020-02-20 16:53:19,b'RT @HowonUpdates: [PICS] 200220 #HOYA Instagram Story Update 1\nhttps://t.co/83Sc8KfnvC\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/tjbWta17HY',Twitter for Android,,3219886686,,82,477,26
hoya,2020-02-20 16:33:51,"b""RT @HowonUpdates: [INFO] 200220 #HOYA replied to Kim Kilee's comment under his post\nhttps://t.co/P9SuQpoLn9\n\nkimkilee02: Feeldog is 183  Ho\xe2\x80\xa6""",Twitter for iPhone,,124718556,Indonesia,631,351,36
hoya,2020-02-20 16:23:23,b'RT @HowonUpdates: [VID] 200220 Kiseop Instagram Update - #HOYA \nhttps://t.co/Fpuajd57Yp\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/9PnQoF6dER',Twitter for iPhone,,124718556,Indonesia,631,351,60
hoya,2020-02-20 16:10:30,"b'RT @HowonUpdates: [PIC] 200220 #HOYA Instagram Story Update 4\nhttps://t.co/83Sc8KfnvC\n\n""@/Feeldog""\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/\xe2\x80\xa6'",Twitter for Android,,708649177157210112,Gab's,209,232,27
hoya,2020-02-20 16:09:55,b'RT @HowonUpdates: [PIC] 200220 #HOYA Related Instagram Update\nhttps://t.co/O3j1hvzrce\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/KusR3ub87b',Twitter for iPhone,,219249219,,359,2123,48
hoya,2020-02-20 16:06:23,b'RT @HowonUpdates: [PIC] 200220 #HOYA Related Instagram Update\nhttps://t.co/O3j1hvzrce\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/KusR3ub87b',Twitter for Android,,708649177157210112,Gab's,209,232,48
hoya,2020-02-20 16:05:58,b'RT @HowonUpdates: [VID] 200220 Kiseop Instagram Update - #HOYA \nhttps://t.co/Fpuajd57Yp\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/9PnQoF6dER',Twitter for Android,,435451330,panamá,181,514,60
hoya,2020-02-20 15:56:53,"b""RT @HowonUpdates: [INFO] 200220 #HOYA replied to Kim Kilee's comment under his post\nhttps://t.co/P9SuQpoLn9\n\nkimkilee02: Feeldog is 183  Ho\xe2\x80\xa6""",Twitter for Android,,995376069275365376,NWH ♡ ,114,393,36
hoya,2020-02-20 15:48:09,b'RT @HowonUpdates: [VID] 200220 Kiseop Instagram Update - #HOYA \nhttps://t.co/Fpuajd57Yp\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/9PnQoF6dER',Twitter for Android,,469164896,Pearl Metal Gold Nation,411,446,60
hoya,2020-02-20 15:43:34,b'RT @HowonUpdates: [PIC] 200220 #HOYA Related Instagram Update\nhttps://t.co/O3j1hvzrce\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/KusR3ub87b',Twitter for Android,,995376069275365376,NWH ♡ ,114,393,48
hoya,2020-02-20 15:43:18,b'RT @HowonUpdates: [VID] 200220 Kiseop Instagram Update - #HOYA \nhttps://t.co/Fpuajd57Yp\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/9PnQoF6dER',Twitter for Android,,995376069275365376,NWH ♡ ,114,393,60
hoya,2020-02-20 15:37:31,b'RT @HowonUpdates: [PIC] 200220 #HOYA Related Instagram Update\nhttps://t.co/O3j1hvzrce\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/KusR3ub87b',Twitter for Android,,3626698402,Ici,60,89,48
hoya,2020-02-20 15:22:23,b'RT @HowonUpdates: [VID] 200220 Kiseop Instagram Update - #HOYA \nhttps://t.co/Fpuajd57Yp\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/9PnQoF6dER',Twitter for Android,,2801117578,인스피릿 힘내세요 ,201,817,60
hoya,2020-02-20 15:21:06,"b""RT @HowonUpdates: [INFO] 200220 #HOYA replied to Kim Kilee's comment under his post\nhttps://t.co/P9SuQpoLn9\n\nkimkilee02: Feeldog is 183  Ho\xe2\x80\xa6""",Twitter for Android,,2998783388,,959,472,36
hoya,2020-02-20 15:20:31,b'RT @HowonUpdates: [VID] 200220 Kiseop Instagram Update - #HOYA \nhttps://t.co/Fpuajd57Yp\n\n#\xed\x98\xb8\xec\x95\xbc #\xed\x98\xb8\xec\x9b\x90 #\xec\x9d\xb4\xed\x98\xb8\xec\x9b\x90 #HOYA #HOWON https://t.co/9PnQoF6dER',Twitter for Android,,2973170476,"Genova, Liguria",172,1170,60
